Date,Close,High,Low,Open,Volume,RollingMean,UpperBand,LowerBand
2016-05-23,369.71600830078125,372.77600830078126,367.47201660156253,368.08399169921876,14699792,362.1204012451172,382.3028884912294,341.937913999005
2016-05-24,371.96000000000004,373.2520166015625,364.27600830078126,368.15201660156254,14240994,362.8990020751953,383.35003969434155,342.4479644560491
2016-05-25,370.8720166015625,374.95201660156255,369.3760083007813,374.0,12487862,363.3104033203125,384.06857165158505,342.55223498903996
2016-05-26,373.7279833984375,375.08798339843753,366.7920166015625,370.46399169921875,10925182,364.11620166015626,385.1917575605612,343.0406457597513
2016-05-27,372.5039916992188,374.0,370.26000000000005,371.5520166015625,10828539,365.0784012451172,385.82160236261785,344.3352001276166
2016-05-30,364.3439916992188,373.1839916992188,362.03201660156253,372.57201660156255,14361969,365.9114012451172,384.98426959554627,346.8385328946881
2016-05-31,368.3560083007813,369.51201660156255,361.42,364.20798339843753,9860194,367.1320020751954,383.16840574446206,351.0955984059287
2016-06-01,367.40399169921875,368.56,365.5,365.9079833984375,8371061,367.9174012451172,382.2150395483438,353.61976294189066
2016-06-02,359.9239916992188,365.9760083007813,357.68,362.3039916992188,11092690,368.63480041503914,379.15265707164315,358.1169437584351
2016-06-03,361.01201660156255,363.7320166015625,357.7479833984375,357.95201660156255,7422193,368.6858004150391,379.0357540595083,358.33584677056996
2016-06-06,358.2239916992188,363.5279833984375,357.7479833984375,361.76000000000005,5059474,368.45460083007816,379.5344790949234,357.3747225652329
2016-06-07,354.5520166015625,364.3439916992188,352.92,363.12,14293357,367.43800207519536,379.70179479962735,355.17420935076336
2016-06-08,358.08798339843753,359.2439916992188,351.62798339843755,352.24,16654660,366.3024012451172,377.51790726650466,355.08689522372975
2016-06-09,359.1760083007813,361.96399169921875,355.4360083007813,358.08798339843753,17081136,365.59520166015625,376.73098695189987,354.45941636841263
2016-06-10,367.0639916992188,368.3560083007813,359.1760083007813,360.40000000000003,13883034,365.53060083007813,376.61381684947673,354.4473848106795
2016-06-13,360.8079833984375,367.6079833984375,360.26399169921876,363.12,11320918,365.02739916992186,376.0028466210686,354.0519517187751
2016-06-14,361.08000000000004,363.46000000000004,356.8639916992188,361.08000000000004,9067252,364.94579833984375,376.01757290341084,353.87402377627666
2016-06-15,361.5560083007813,364.95600830078126,360.6720166015625,361.89600830078126,7013132,364.7179979248047,375.8758855085892,353.5601103410202
2016-06-16,367.13201660156255,368.08399169921876,362.44,363.12,8172964,364.77919958496096,375.9779229211174,353.58047624880453
2016-06-17,369.71600830078125,370.26000000000005,365.2279833984375,365.70399169921876,11240154,364.8608004150391,376.18400831254047,353.5375925175377
2016-06-20,372.70798339843753,374.0,366.0439916992188,366.18,16018449,365.0103991699219,376.67752859263044,353.3432697472134
2016-06-21,371.96000000000004,373.59201660156253,369.92,372.57201660156255,19262054,365.0103991699219,376.67752859263044,353.3432697472134
2016-06-22,386.71600830078125,387.6,368.83201660156254,371.96000000000004,35165665,365.80259875488287,380.81699446291896,350.7882030468468
2016-06-23,396.9839916992188,398.88798339843754,387.32798339843754,388.4839916992188,39881736,366.9653991699219,387.24361055613946,346.68718778370436
2016-06-24,390.1839916992188,398.48,388.62,398.48,18568655,367.84939916992187,390.5419703294818,345.15682801036195
2016-06-27,393.44798339843754,394.40000000000003,388.00798339843755,389.09600830078125,18292925,369.3045987548829,394.63057148116104,343.9786260286047
2016-06-28,397.0520166015625,398.6839916992188,392.36,395.76000000000005,13794991,370.7393991699219,398.9286826048004,342.55011573504345
2016-06-29,398.5479833984375,400.45201660156255,394.94399169921877,398.3439916992188,11110418,372.29659875488284,403.0356176090923,341.5575799006734
2016-06-30,401.20000000000005,403.8520166015625,397.18798339843755,398.48,12352667,374.3603991699219,407.08043756807024,341.64036077177354
2016-07-01,398.07201660156255,401.6760083007813,395.6239916992188,398.48,14074628,376.2133991699219,409.93280991497824,342.49398842486556
2016-07-04,399.9079833984375,400.9279833984375,398.07201660156255,398.48,9277570,378.29759875488287,412.48494766808506,344.1102498416807
2016-07-05,395.5560083007813,403.0360083007813,393.2439916992188,400.24798339843755,13414357,380.34779833984373,413.4397407002536,347.2558559794339
2016-07-06,399.2279833984375,399.84000000000003,393.72,397.12,11025420,382.40479833984375,414.7774675475448,350.0321291321427
2016-07-07,401.6079833984375,402.9679833984375,399.50000000000006,401.20000000000005,11315876,384.5263970947266,416.0395126080113,353.01328158144184
2016-07-08,400.65600830078125,402.01600830078127,398.07201660156255,401.20000000000005,9188419,386.2059979248047,417.37926822560866,355.03272762400076
2016-07-11,405.5520166015625,407.32000000000005,399.2960083007813,401.0639916992188,15789281,388.443199584961,418.33785174645345,358.54854742346856
2016-07-12,407.38798339843754,410.9920166015625,405.28000000000003,406.64000000000004,16042840,390.7585987548829,418.8485567215766,362.6686407881892
2016-07-13,408.74798339843755,411.40000000000003,405.4160083007813,408.00000000000006,9967545,393.11819750976565,418.6954892603682,367.5409057591631
2016-07-14,409.4960083007813,412.01201660156255,406.3679833984375,406.64000000000004,10640727,395.2363970947266,418.6801955189143,371.79259867053895
2016-07-15,411.33201660156254,413.1,408.6120166015625,409.36,9739177,397.31719750976566,418.5022946420792,376.1321003774521
2016-07-18,413.64399169921876,414.8,408.8160083007813,411.8760083007813,9346146,399.3639979248047,418.3321294697153,380.39586637989413
2016-07-19,412.69201660156256,415.07201660156255,411.26399169921876,414.6639916992188,10839070,401.4005987548829,416.28757426131114,386.5136232484546
2016-07-20,412.14798339843753,416.02399169921875,409.83600830078126,414.8,16932743,402.6721975097656,416.5910185481345,388.75337647139673
2016-07-21,418.20000000000005,419.9679833984375,412.21600830078125,413.44000000000005,15889556,403.7329979248047,418.99551144572854,388.47048440388085
2016-07-22,421.53201660156253,430.64399169921876,419.15201660156254,421.6,38982557,405.3003991699219,421.13227958507446,389.4685187547693
2016-07-25,419.08399169921876,422.82399169921877,412.96399169921875,422.82399169921877,17695228,406.58219958496096,422.5243812711089,390.640017898813
2016-07-26,420.92,422.07600830078127,417.7239916992188,418.88000000000005,15901918,407.7755987548829,424.27753865240146,391.2736588573643
2016-07-27,422.7560083007813,424.0479833984375,420.3760083007813,420.92,10088723,408.98600000000005,426.175066037051,391.7969339629491
2016-07-28,425.88399169921877,426.97201660156253,421.6679833984375,422.89201660156255,8307140,410.22019958496094,428.5614634654228,391.8789357044991
2016-07-29,423.2320166015625,427.1760083007813,422.62,425.88399169921877,8923568,411.4781995849609,429.7624295790001,393.1939695909217
2016-08-01,416.50000000000006,426.2920166015625,415.20798339843753,425.68,10885990,412.30780041503914,429.8731424379646,394.7424583921137
2016-08-02,419.62798339843755,420.7839916992188,414.12,416.50000000000006,6422504,413.5113991699219,429.46897735599606,397.55382098384774
2016-08-03,422.3479833984375,423.64000000000004,419.62798339843755,419.62798339843755,8609864,414.6673991699219,429.5840304190644,399.7507679207794
2016-08-04,425.06798339843755,426.02000000000004,422.96000000000004,423.9120166015625,7975854,415.84039916992185,430.1085691124028,401.5722292274409
2016-08-05,429.2839916992188,429.76000000000005,425.13600830078127,425.68,9883851,417.2717983398438,430.85347780745616,403.6901188722315
2016-08-08,424.32000000000005,429.9639916992188,423.2320166015625,429.9639916992188,10422413,418.21019750976564,430.949747069031,405.4706479505003
2016-08-09,427.58399169921876,431.12,422.96000000000004,423.2320166015625,11355837,419.2199979248047,431.5425091674318,406.89748668217766
2016-08-10,429.6239916992188,429.76000000000005,424.45600830078126,425.6120166015625,9338887,420.26379833984373,432.386417110955,408.14117956873247
2016-08-11,427.1760083007813,434.45201660156255,425.74798339843755,429.42,11346892,421.14779833984375,432.5195471022704,409.7760495774171
2016-08-12,424.7960083007813,430.3039916992188,423.77600830078126,429.01201660156255,7759104,421.82099792480466,432.30557399746846,411.33642185214086
2016-08-15,425.5439916992188,428.94399169921877,424.32000000000005,428.06000000000006,6956588,422.41599792480474,432.2789199333071,412.55307591630236
2016-08-16,426.4279833984375,428.33201660156254,420.0360083007813,421.6,11361400,423.1027962646484,431.9782291888996,414.22736334039723
2016-08-17,435.88000000000005,437.1039916992188,427.38000000000005,427.38000000000005,17829428,424.2893970947266,433.34201288800426,415.23678130144896
2016-08-18,431.9360083007813,437.7839916992188,429.76000000000005,434.52000000000004,13254985,424.97619750976565,434.166785488043,415.7856095314883
2016-08-19,439.4839916992188,440.98,432.5479833984375,433.4320166015625,25758860,425.87379626464843,436.9592808439997,414.7883116852972
2016-08-22,447.2360083007813,448.2560083007813,440.3,442.00000000000006,17471906,427.28139709472663,441.4557527734545,413.10704141599876
2016-08-23,444.9239916992188,448.8,443.9039916992188,448.8,11970750,428.48159667968747,444.35158089561503,412.6116124637599
2016-08-24,443.4960083007813,446.4879833984375,442.34000000000003,443.36,8085824,429.51859667968756,446.4858140451868,412.5513793141883
2016-08-25,448.6639916992188,449.6160083007813,445.40000000000003,447.44000000000005,10911130,430.6575966796876,449.5470261182766,411.7681672410985
2016-08-26,449.48,453.2879833984375,448.8,449.6160083007813,9408098,431.9699958496094,452.2809774894693,411.6590142097495
2016-08-29,450.02399169921875,452.0639916992188,448.8,451.52000000000004,8712689,433.64619543457036,454.1142911506805,413.1780997184602
2016-08-30,454.7839916992188,455.6,449.6160083007813,451.1120166015625,10520207,435.40399584960943,456.8195725313853,413.98841916783357
2016-08-31,456.07600830078127,461.04,450.09201660156253,450.16,12267025,437.09039709472665,459.4674132467729,414.71338094268043
2016-09-01,454.3760083007813,458.38798339843754,452.7439916992188,457.5039916992188,8418672,438.55579833984376,461.4504194221017,415.66117725758585
2016-09-02,450.56798339843755,455.0560083007813,448.39201660156255,451.9960083007813,12492851,439.61999792480475,462.67806298373546,416.56193286587404
2016-09-05,456.4160083007813,458.1839916992188,447.57600830078127,447.57600830078127,14365461,441.2247983398438,464.26691799221607,418.18267868747154
2016-09-06,456.96000000000004,461.8560083007813,455.6,460.70000000000005,9526068,442.6935987548829,465.81951970108355,419.5676778086822
2016-09-07,463.69201660156256,469.47201660156253,456.28000000000003,456.96000000000004,20992080,444.39700000000005,468.46893802174986,420.32506197825023
2016-09-08,469.26798339843754,474.3,463.6239916992188,463.76000000000005,24179987,446.5015987548828,471.5734659509162,421.4297315588494
2016-09-09,471.1039916992188,475.38798339843754,466.88798339843754,472.6,22838807,448.81699792480475,474.00164908842805,423.63234676118145
2016-09-12,452.33600830078126,470.4920166015625,451.18,468.9960083007813,16205789,450.1565987548828,472.856594651844,427.4566028579216
2016-09-13,455.39600830078126,461.7879833984375,454.24,455.6,9991052,451.605,471.4468670465847,431.7631329534153
2016-09-14,441.9320166015625,453.2879833984375,441.0479833984375,451.45201660156255,15552911,451.9076008300782,470.9063994351829,432.9088022249735
2016-09-15,452.94798339843754,455.4639916992188,445.74,447.44000000000005,18281337,452.95819958496094,469.46769215221707,436.4487070177048
2016-09-16,451.7920166015625,456.62,449.0039916992188,452.94798339843754,12427919,453.57360083007814,468.83902249706676,438.3081791630895
2016-09-19,441.1839916992188,452.88000000000005,439.62,452.7439916992188,9111289,453.271,469.2868685045596,437.2551314954404
2016-09-20,452.6760083007813,454.24,446.08000000000004,447.03201660156253,8803255,453.6586008300781,469.1918587881849,438.1253428719713
2016-09-21,457.8439916992188,461.44798339843754,452.26798339843754,455.6,22235092,454.37600000000003,469.24409347278186,439.5079065272182
2016-09-22,454.3760083007813,458.1160083007813,450.56798339843755,458.0479833984375,10506078,454.66160083007816,469.2851404058306,440.0380612543257
2016-09-23,445.8760083007813,450.77201660156254,443.4279833984375,448.8,9388996,454.4814012451173,469.45833637046576,439.50446611976884
2016-09-26,443.76798339843754,449.4120166015625,442.13600830078127,447.44000000000005,10609956,454.16860083007816,469.7851758465351,438.55202581362124
2016-09-27,448.9360083007813,450.77201660156254,441.66,446.01201660156255,10337544,453.8762016601563,469.6623321188275,438.0900712014851
2016-09-28,446.9639916992188,450.56798339843755,446.08000000000004,448.7320166015625,7266724,453.4206008300781,469.4632882971355,437.37791336302075
2016-09-29,451.6560083007813,454.1039916992188,449.95600830078126,451.9279833984375,6424915,453.2846008300782,469.3392982170957,437.2299034430607
2016-09-30,451.86,455.26000000000005,448.2560083007813,450.2960083007813,6929063,453.34920166015627,469.36823130293186,437.3301720173807
2016-10-03,462.80798339843756,463.76000000000005,453.62798339843755,454.1720166015625,20887417,453.6688004150391,470.1925607078996,437.14504012217856
2016-10-04,471.0360083007813,472.53201660156253,462.12798339843755,466.6160083007813,16296080,454.3726008300781,472.59806492541776,436.14713673473847
2016-10-05,475.59201660156253,477.2920166015625,468.92798339843756,471.92,18474706,454.96760083007814,475.14641941445814,434.78878224569814
2016-10-06,470.01600830078127,480.3520166015625,468.52000000000004,480.3520166015625,27372160,455.00500207519536,475.2978738658483,434.7121302845424
2016-10-07,472.8720166015625,475.59201660156253,471.92,474.57201660156255,3170564,455.0934033203125,475.694627155955,434.49217948467003
2016-10-10,470.9679833984375,475.32000000000005,467.3639916992188,475.25201660156256,17242211,456.02500207519535,477.75536430392344,434.29463984646725
2016-10-11,470.2879833984375,473.7560083007813,467.63600830078127,471.44399169921877,18558597,456.76960083007816,479.4106883493099,434.1285133108464
2016-10-12,470.2879833984375,474.0960083007813,469.33600830078126,472.6679833984375,13069167,458.1873991699219,480.4647382727252,435.9100600671186
2016-10-13,474.2320166015625,476.68,468.86,473.28000000000003,13825970,459.25160083007813,482.48794711213225,436.015254548024
2016-10-14,475.32000000000005,476.68,472.19201660156256,474.98,19665200,460.428,484.44346322221986,436.41253677778013
2016-10-17,482.32399169921877,484.50000000000006,473.96000000000004,473.96000000000004,16781507,462.485,486.60751347406773,438.3624865259323
2016-10-18,481.03201660156253,487.56000000000006,480.08000000000004,481.44000000000005,10736155,463.9028004150391,488.91469953602314,438.8909012940551
2016-10-19,480.89600830078126,484.16,479.40000000000003,481.44000000000005,8386849,465.05540124511725,490.9989305732766,439.1118719169579
2016-10-20,480.76000000000005,484.63600830078127,476.00000000000006,482.8,10050303,466.3746008300782,492.7118713156694,440.037330344487
2016-10-21,490.5520166015625,491.57201660156255,480.3520166015625,480.76000000000005,20611075,468.60840124511714,495.2024408654953,442.01436162473897
2016-10-24,484.16,489.4639916992188,481.57600830078127,488.24,19327625,470.6280020751953,495.34805187755035,445.90795227284025
2016-10-25,484.63600830078127,490.89201660156255,482.32399169921877,489.6,10950902,472.4130020751953,495.6490504760096,449.176953674381
2016-10-26,472.19201660156256,485.45201660156255,471.3760083007813,484.63600830078127,17639889,473.67440332031254,493.59617286517295,453.7526337754521
2016-10-27,469.54,474.57201660156255,461.2439916992188,474.57201660156255,15451411,474.56860290527345,491.7454355105867,457.3917702999602
2016-10-28,467.9760083007813,471.7160083007813,464.64399169921876,470.15201660156254,7604924,475.3744033203126,489.2630762416407,461.48573039898446
2016-10-31,467.4320166015625,472.53201660156253,465.9360083007813,467.9760083007813,9994270,475.6056049804688,488.74734148098986,462.46386847994773
2016-11-01,463.82798339843754,468.86,462.12798339843755,467.4320166015625,7838297,475.2452037353516,489.27962200539673,461.21078546530646
2016-11-02,458.59201660156253,462.40000000000003,454.7839916992188,461.1760083007813,9198816,474.39520373535163,490.27860532911785,458.5118021415854
2016-11-03,462.74,463.76000000000005,456.5520166015625,458.32000000000005,6495845,474.0314033203125,490.65327240272325,457.40953423790177
2016-11-04,462.12798339843755,465.12000000000006,459.00000000000006,465.12000000000006,7768291,473.49420166015625,490.94751708529867,456.04088623501383
2016-11-07,463.42,465.8,459.06798339843755,462.12798339843755,8140857,473.11680249023436,491.1179468955489,455.1156580849198
2016-11-08,462.80798339843756,464.9839916992188,459.4079833984375,463.76000000000005,6933254,472.7428024902344,491.29382863942607,454.1917763410427
2016-11-09,462.4679833984375,464.78000000000003,460.70000000000005,462.40000000000003,9902739,472.3518024902343,491.4424773355678,453.26112764490085
