Date,Close,High,Low,Open,Volume
2016-01-01,22.106000661849976,22.106000661849976,21.692803144454956,22.106000661849976,41196415
2016-01-04,21.07300901412964,23.1389901638031,21.07300901412964,22.519196033477783,311094536
2016-01-05,20.040019512176514,20.556514263153076,20.040019512176514,20.45321488380432,54050718
2016-01-06,20.969709634780884,20.969709634780884,19.213624477386475,19.420225381851196,130312980
2016-01-07,22.00270128250122,22.00270128250122,21.5895037651062,22.00270128250122,121793168
2016-01-08,23.035690784454346,23.035690784454346,23.035690784454346,23.035690784454346,9609523
2016-01-11,24.171981811523438,24.171981811523438,22.312597274780273,24.171981811523438,277445048
2016-01-12,25.30827283859253,25.30827283859253,23.448888301849365,24.791775941848755,391626949
2016-01-13,24.068682432174683,25.30827283859253,24.068682432174683,25.30827283859253,266515426
2016-01-14,25.204973459243774,25.204973459243774,23.242291688919067,23.758784294128418,150334604
2016-01-15,26.444559574127197,26.444559574127197,25.618168830871582,25.721466064453125,53628859
2016-01-18,25.204973459243774,27.064355850219727,25.204973459243774,26.444559574127197,185528899
2016-01-19,23.96538519859314,24.6884765625,23.96538519859314,24.48187780380249,121663524
2016-01-20,25.101671934127808,25.101671934127808,23.55218768119812,23.655484914779663,119197879
2016-01-21,24.068682432174683,26.0313663482666,23.862085819244385,25.411570072174072,136301845
2016-01-22,22.932393550872803,24.998374700546265,22.932393550872803,24.275281190872192,83699335
2016-01-25,22.725794792175293,23.035690784454346,21.79610252380371,22.00270128250122,159617016
2016-01-26,23.862085819244385,23.862085819244385,22.106000661849976,22.41589665412903,100137790
2016-01-27,23.55218768119812,24.89507532119751,23.448888301849365,24.6884765625,93823259
2016-01-28,24.6884765625,24.6884765625,24.6884765625,24.6884765625,17497600
2016-01-29,25.411570072174072,25.82476544380188,23.862085819244385,25.82476544380188,251679689
2016-02-01,24.585179328918457,25.82476544380188,24.378578424453735,25.82476544380188,73232788
2016-02-02,24.378578424453735,25.101671934127808,23.758784294128418,24.275281190872192,57559872
2016-02-03,23.96538519859314,24.6884765625,23.862085819244385,24.48187780380249,39381064
2016-02-04,22.932393550872803,24.378578424453735,22.829094171524048,24.068682432174683,90308091
2016-02-05,21.79610252380371,23.035690784454346,21.79610252380371,22.932393550872803,131369050
2016-02-08,21.899404048919678,22.41589665412903,20.969709634780884,21.899404048919678,84351614
2016-02-09,21.79610252380371,22.725794792175293,21.27960777282715,22.00270128250122,88127485
2016-02-10,21.382907152175903,22.106000661849976,21.27960777282715,21.5895037651062,39577212
2016-02-11,20.349915504455566,20.763113021850586,20.349915504455566,20.45321488380432,71226376
2016-02-12,20.040019512176514,20.24661612510681,19.420225381851196,19.833420753479004,132689141
2016-02-15,20.969709634780884,20.969709634780884,20.24661612510681,20.24661612510681,64171205
2016-02-16,22.00270128250122,22.00270128250122,21.486206531524658,21.5895037651062,43878698
2016-02-17,20.969709634780884,22.519196033477783,20.969709634780884,22.519196033477783,52984568
2016-02-18,19.936717987060547,20.556514263153076,19.936717987060547,20.14331889152527,105586087
2016-02-19,19.007027864456177,19.213624477386475,19.007027864456177,19.007027864456177,58402373
2016-02-22,19.626821994781494,19.936717987060547,18.80043125152588,18.80043125152588,70749228
2016-02-23,18.697131872177124,18.80043125152588,18.697131872177124,18.697131872177124,26215305
2016-02-24,18.593830347061157,19.213624477386475,18.283934354782104,18.283934354782104,59690001
2016-02-25,19.420225381851196,19.52352476119995,17.87073791027069,19.007027864456177,78301723
2016-02-26,20.14331889152527,20.349915504455566,18.903728485107422,19.213624477386475,63563238
2016-02-29,20.45321488380432,20.969709634780884,20.14331889152527,20.65981364250183,62947717
2016-03-01,20.969709634780884,21.382907152175903,20.349915504455566,20.556514263153076,61600842
2016-03-02,19.936717987060547,20.349915504455566,19.936717987060547,20.24661612510681,49875138
2016-03-03,20.040019512176514,20.556514263153076,19.420225381851196,19.73012137413025,44602536
2016-03-04,20.556514263153076,20.86641240119934,20.14331889152527,20.24661612510681,42459616
2016-03-07,20.763113021850586,21.07300901412964,20.45321488380432,20.86641240119934,23126624
2016-03-08,20.556514263153076,21.27960777282715,20.45321488380432,20.86641240119934,26920364
2016-03-09,20.14331889152527,20.763113021850586,20.14331889152527,20.65981364250183,19289369
2016-03-10,20.24661612510681,21.07300901412964,19.936717987060547,20.349915504455566,44760228
2016-03-11,20.65981364250183,20.969709634780884,20.45321488380432,20.86641240119934,21444706
2016-03-14,20.14331889152527,20.969709634780884,19.73012137413025,20.86641240119934,45310735
2016-03-15,19.833420753479004,20.349915504455566,19.626821994781494,20.349915504455566,24043806
2016-03-16,19.626821994781494,20.040019512176514,19.52352476119995,19.936717987060547,16878531
2016-03-17,19.52352476119995,19.936717987060547,19.420225381851196,19.833420753479004,14010024
2016-03-18,19.213624477386475,19.73012137413025,19.11032724380493,19.420225381851196,30744338
2016-03-21,19.31692600250244,20.040019512176514,19.213624477386475,19.31692600250244,29769190
2016-03-22,18.80043125152588,19.420225381851196,18.697131872177124,19.31692600250244,24602601
2016-03-23,19.11032724380493,19.73012137413025,18.490533113479614,18.80043125152588,62030889
2016-03-24,19.31692600250244,19.936717987060547,19.213624477386475,19.31692600250244,34509238
2016-03-25,18.903728485107422,19.52352476119995,18.80043125152588,19.420225381851196,21918093
2016-03-28,19.52352476119995,19.833420753479004,18.903728485107422,19.007027864456177,24948590
2016-03-29,20.45321488380432,20.45321488380432,19.936717987060547,20.040019512176514,31758971
2016-03-30,21.382907152175903,21.382907152175903,21.382907152175903,21.382907152175903,7341853
2016-03-31,22.41589665412903,22.41589665412903,22.41589665412903,22.41589665412903,6026940
2016-04-01,24.275281190872192,24.585179328918457,22.41589665412903,23.34558892250061,248907585
2016-04-04,24.6884765625,25.514869451522827,24.275281190872192,25.411570072174072,90252489
2016-04-05,22.932393550872803,25.204973459243774,22.622495412826538,24.89507532119751,99573766
2016-04-06,23.448888301849365,23.96538519859314,22.00270128250122,22.725794792175293,97085566
2016-04-07,23.1389901638031,24.171981811523438,22.932393550872803,23.96538519859314,41222835
2016-04-08,22.725794792175293,23.758784294128418,22.312597274780273,22.932393550872803,55239341
2016-04-11,22.00270128250122,24.068682432174683,21.486206531524658,23.035690784454346,69019057
2016-04-12,22.20930004119873,22.932393550872803,21.79610252380371,21.899404048919678,28715807
2016-04-13,22.932393550872803,23.242291688919067,22.519196033477783,22.725794792175293,45235675
2016-04-14,22.725794792175293,23.655484914779663,22.622495412826538,22.725794792175293,77790594
2016-04-15,22.00270128250122,22.829094171524048,21.79610252380371,22.519196033477783,52529473
2016-04-18,22.106000661849976,22.519196033477783,21.899404048919678,22.41589665412903,28614498
2016-04-19,21.27960777282715,22.00270128250122,20.763113021850586,21.79610252380371,43741270
2016-04-20,20.763113021850586,21.5895037651062,20.349915504455566,21.5895037651062,35656817
2016-04-21,20.65981364250183,21.692803144454956,20.556514263153076,20.86641240119934,49137493
2016-04-22,20.65981364250183,20.969709634780884,20.040019512176514,20.14331889152527,20799448
2016-04-25,20.24661612510681,21.382907152175903,19.833420753479004,20.86641240119934,42537011
2016-04-26,20.14331889152527,20.65981364250183,19.936717987060547,20.349915504455566,21717500
2016-04-27,20.14331889152527,20.556514263153076,19.31692600250244,19.833420753479004,33139769
2016-04-28,20.040019512176514,20.556514263153076,19.73012137413025,20.349915504455566,26148614
2016-04-29,19.626821994781494,20.45321488380432,19.626821994781494,19.833420753479004,29450568
2016-05-02,19.007027864456177,20.040019512176514,18.697131872177124,19.833420753479004,39505746
2016-05-03,17.767439603805542,18.80043125152588,17.664140224456787,18.80043125152588,38404832
2016-05-04,18.18063497543335,19.007027864456177,17.974037289619446,18.077337741851807,39423244
2016-05-05,18.490533113479614,18.80043125152588,18.18063497543335,18.593830347061157,25010491
2016-05-06,19.626821994781494,20.040019512176514,18.593830347061157,18.697131872177124,59054733
2016-05-09,19.31692600250244,19.936717987060547,19.11032724380493,19.833420753479004,39928263
2016-05-10,18.38723373413086,18.903728485107422,18.283934354782104,18.697131872177124,29699715
2016-05-11,18.903728485107422,19.11032724380493,18.593830347061157,18.903728485107422,22691301
2016-05-12,18.697131872177124,19.213624477386475,18.593830347061157,19.11032724380493,22144567
2016-05-13,18.697131872177124,19.213624477386475,18.490533113479614,18.697131872177124,24582631
2016-05-16,17.974037289619446,19.007027864456177,17.87073791027069,18.903728485107422,39090739
2016-05-17,16.217953205108643,16.941046714782715,16.217953205108643,16.631149649620056,98937792
2016-05-18,15.908056139945984,16.424551963806152,15.598159074783325,16.217953205108643,50417647
2016-05-19,16.424551963806152,17.457542538642883,16.01135551929474,16.11465275287628,62629275
2016-05-20,17.664140224456787,17.974037289619446,15.288262009620667,16.631149649620056,149684317
2016-05-23,19.420225381851196,19.420225381851196,18.077337741851807,18.38723373413086,86673026
2016-05-24,20.24661612510681,21.176308393478394,19.213624477386475,19.31692600250244,145174477
2016-05-25,18.80043125152588,20.556514263153076,18.593830347061157,20.45321488380432,64909514
2016-05-26,17.04434609413147,18.903728485107422,16.941046714782715,18.593830347061157,117612609
2016-05-27,16.73444902896881,17.147643327713013,16.424551963806152,16.424551963806152,53824542
2016-05-30,16.837746262550354,17.250943779945374,16.424551963806152,16.631149649620056,52179602
2016-05-31,18.38723373413086,18.490533113479614,16.73444902896881,16.73444902896881,81416975
2016-06-01,17.767439603805542,18.283934354782104,17.250943779945374,17.87073791027069,49864199
2016-06-02,16.837746262550354,17.250943779945374,16.5278502702713,17.250943779945374,32245100
2016-06-03,17.147643327713013,17.560840845108032,16.631149649620056,16.73444902896881,23850553
2016-06-06,16.73444902896881,17.457542538642883,16.631149649620056,17.35424315929413,37014534
2016-06-07,16.01135551929474,17.250943779945374,15.908056139945984,17.250943779945374,46198820
2016-06-08,15.908056139945984,16.5278502702713,15.598159074783325,15.804755687713623,50798637
2016-06-09,14.66846787929535,16.321252584457397,14.461868047714233,16.11465275287628,65620328
2016-06-10,15.391561388969421,15.70145845413208,14.875064492225647,14.978364944458008,50213509
2016-06-13,14.771765112876892,15.288262009620667,14.565168499946594,15.288262009620667,56647243
2016-06-14,14.875064492225647,15.288262009620667,14.66846787929535,14.875064492225647,40258884
2016-06-15,14.875064492225647,15.288262009620667,14.66846787929535,15.184961557388306,46409469
2016-06-16,14.771765112876892,15.288262009620667,14.771765112876892,15.288262009620667,36532515
2016-06-17,14.565168499946594,15.08166217803955,14.461868047714233,14.771765112876892,40481723
2016-06-20,14.35857081413269,14.771765112876892,14.255271434783936,14.35857081413269,30345339
2016-06-21,14.151970982551575,14.66846787929535,14.04867160320282,14.461868047714233,37691160
2016-06-22,13.945374369621277,14.35857081413269,13.842073917388916,13.945374369621277,39373009
2016-06-23,13.738774538040161,14.255271434783936,13.635477304458618,14.04867160320282,33633859
2016-06-24,13.738774538040161,14.255271434783936,13.635477304458618,13.842073917388916,50660397
2016-06-27,13.635477304458618,13.945374369621277,13.532176852226257,13.842073917388916,46884344
2016-06-28,13.635477304458618,13.945374369621277,13.532176852226257,13.842073917388916,37764403
2016-06-29,13.738774538040161,14.151970982551575,13.532176852226257,13.842073917388916,54532270
2016-06-30,13.842073917388916,14.04867160320282,13.738774538040161,13.738774538040161,41340050
2016-07-01,13.945374369621277,14.255271434783936,13.738774538040161,13.842073917388916,52055033
2016-07-04,13.32558023929596,14.255271434783936,13.222279787063599,14.151970982551575,73731668
2016-07-05,13.118980407714844,13.532176852226257,12.70578396320343,13.428877472877502,72045083
2016-07-06,13.118980407714844,13.428877472877502,12.809083342552185,13.118980407714844,49928728
2016-07-07,13.118980407714844,13.32558023929596,12.91238272190094,13.222279787063599,40962354
2016-07-08,13.532176852226257,13.842073917388916,13.0156831741333,13.118980407714844,82168748
2016-07-11,13.635477304458618,14.151970982551575,13.532176852226257,13.738774538040161,56812841
2016-07-12,13.738774538040161,14.04867160320282,13.532176852226257,13.738774538040161,43227989
2016-07-13,13.738774538040161,13.945374369621277,13.635477304458618,13.842073917388916,36914884
2016-07-14,13.222279787063599,13.842073917388916,13.222279787063599,13.738774538040161,43724745
2016-07-15,12.91238272190094,13.32558023929596,12.91238272190094,13.32558023929596,40634333
2016-07-18,12.809083342552185,13.118980407714844,12.809083342552185,12.91238272190094,44310527
2016-07-19,12.602486729621887,13.118980407714844,12.189289212226868,12.91238272190094,57614649
2016-07-20,13.635477304458618,13.842073917388916,12.602486729621887,12.70578396320343,71868552
2016-07-21,14.255271434783936,14.461868047714233,13.532176852226257,13.945374369621277,99634263
2016-07-22,14.978364944458008,15.184961557388306,13.945374369621277,14.255271434783936,95675560
2016-07-25,14.66846787929535,15.08166217803955,14.461868047714233,14.875064492225647,42038506
2016-07-26,14.66846787929535,15.184961557388306,14.35857081413269,14.66846787929535,67897639
2016-07-27,15.391561388969421,15.804755687713623,14.875064492225647,14.978364944458008,115823650
2016-07-28,15.908056139945984,16.01135551929474,15.494858622550964,15.598159074783325,69641948
2016-07-29,15.288262009620667,16.424551963806152,15.184961557388306,16.217953205108643,90622412
2016-08-01,15.908056139945984,16.321252584457397,15.70145845413208,15.908056139945984,77544546
2016-08-02,15.598159074783325,16.217953205108643,15.391561388969421,16.11465275287628,76959789
2016-08-03,15.908056139945984,15.908056139945984,15.598159074783325,15.804755687713623,61175661
2016-08-04,15.70145845413208,16.11465275287628,15.598159074783325,16.01135551929474,44718315
2016-08-05,15.908056139945984,16.01135551929474,15.391561388969421,15.70145845413208,48550637
2016-08-08,15.908056139945984,16.11465275287628,15.70145845413208,15.908056139945984,57307951
2016-08-09,17.767439603805542,17.974037289619446,15.70145845413208,16.01135551929474,258309526
2016-08-10,18.490533113479614,19.213624477386475,17.767439603805542,17.974037289619446,248551972
2016-08-11,18.077337741851807,19.007027864456177,17.87073791027069,18.593830347061157,144435647
2016-08-12,17.457542538642883,18.38723373413086,17.35424315929413,18.077337741851807,87133712
2016-08-15,16.941046714782715,17.87073791027069,16.73444902896881,17.664140224456787,82707898
